ix,time,ms,rss,heapTotal,heapUsed,heapUsedGrowth,external,externalGrowth,arrayBuffers,arrayBuffersGrowth
207,365.6487,1.443300000000022,26505216,8978432,4747616,2861760,1381674,57396,43062,57356
208,367.3247,1.6759999999999877,26505216,8978432,4758440,2872584,1381674,57396,43062,57356
209,368.8817,1.5570000000000164,26505216,8978432,4769264,2883408,1381674,57396,43062,57356
210,370.3067,1.4249999999999545,26505216,8978432,4780088,2894232,1381674,57396,43062,57356
211,372.0706,1.763900000000035,26505216,8978432,4790912,2905056,1381674,57396,43062,57356
212,373.6892,1.618600000000015,26505216,8978432,4802104,2916248,1389866,65588,51254,65548
213,375.2949,1.6056999999999562,26505216,8978432,4813152,2927296,1389866,65588,51254,65548
214,376.7794,1.4845000000000255,26509312,8978432,4823976,2938120,1389866,65588,51254,65548
215,378.5381,1.7586999999999762,26509312,8978432,4834848,2948992,1389866,65588,51254,65548
216,380.053,1.5149000000000115,26509312,8978432,4845720,2959864,1389866,65588,51254,65548
217,381.6727,1.619700000000023,26509312,8978432,4856584,2970728,1389866,65588,51254,65548
218,383.3024,1.629699999999957,26509312,8978432,4867456,2981600,1389866,65588,51254,65548
219,384.9125,1.6101000000000454,26509312,8978432,4878328,2992472,1389866,65588,51254,65548
220,386.8694,1.956899999999962,26509312,8978432,4889200,3003344,1389866,65588,51254,65548
221,388.4298,1.5604000000000156,26509312,8978432,4900072,3014216,1389866,65588,51254,65548
222,390.1252,1.6954000000000065,26513408,8978432,4910952,3025096,1389866,65588,51254,65548
223,391.9167,1.791499999999985,26525696,8978432,4921800,3035944,1389866,65588,51254,65548
224,393.4827,1.566000000000031,26533888,8978432,4932672,3046816,1389866,65588,51254,65548
225,395.1495,1.6667999999999665,26546176,8978432,4943520,3057664,1389866,65588,51254,65548
226,396.7895,1.6399999999999864,26558464,8978432,4954368,3068512,1389866,65588,51254,65548
227,398.3177,1.5282000000000266,26566656,8978432,4965240,3079384,1389866,65588,51254,65548
228,400.0418,1.7241000000000213,26578944,8978432,4976088,3090232,1389866,65588,51254,65548
229,401.9794,1.937599999999975,26587136,8978432,4986936,3101080,1389866,65588,51254,65548
230,403.4583,1.47890000000001,26599424,8978432,4997784,3111928,1389866,65588,51254,65548
231,405.2712,1.8129000000000133,26611712,8978432,5008624,3122768,1389866,65588,51254,65548
232,406.6188,1.3476,26619904,8978432,5019472,3133616,1389866,65588,51254,65548
233,408.2554,1.6365999999999872,26632192,8978432,5030280,3144424,1389866,65588,51254,65548
234,409.8158,1.5604000000000156,26644480,8978432,5041128,3155272,1389866,65588,51254,65548
235,411.4068,1.5909999999999513,26652672,8978432,5051936,3166080,1389866,65588,51254,65548
236,412.9742,1.5674000000000206,26664960,8978432,5062784,3176928,1389866,65588,51254,65548
237,414.5554,1.581200000000024,26673152,8978432,5073920,3188064,1398058,73780,59446,73740
238,416.1087,1.5532999999999788,26689536,8978432,5085016,3199160,1398058,73780,59446,73740
239,417.6797,1.5710000000000264,26701824,8978432,5095888,3210032,1398058,73780,59446,73740
240,419.3332,1.6534999999999513,26710016,8978432,5106736,3220880,1398058,73780,59446,73740
241,420.9096,1.576400000000035,26722304,8978432,5117584,3231728,1398058,73780,59446,73740
