ix,time,ms,rss,heapTotal,heapUsed,heapUsedGrowth,external,externalGrowth,arrayBuffers,arrayBuffersGrowth
294,345.1607,1.3722999999999956,26710016,8978432,4660632,2614144,1365290,16436,26678,32768
295,346.2206,1.0598999999999705,26710016,8978432,4669288,2622800,1365290,16436,26678,32768
296,347.2707,1.0500999999999863,26710016,8978432,4678096,2631608,1365290,16436,26678,32768
297,348.1325,0.8618000000000166,26710016,8978432,4686752,2640264,1365290,16436,26678,32768
298,349.0275,0.8949999999999818,26710016,8978432,4695560,2649072,1365290,16436,26678,32768
299,349.9391,0.9116000000000213,26710016,8978432,4704216,2657728,1365290,16436,26678,32768
300,350.8385,0.8994000000000142,26714112,8978432,4713024,2666536,1365290,16436,26678,32768
301,351.7411,0.9026000000000067,26714112,8978432,4721704,2675216,1365290,16436,26678,32768
302,352.6911,0.9499999999999886,26714112,8978432,4730512,2684024,1365290,16436,26678,32768
303,353.6529,0.9617999999999824,26714112,8978432,4739128,2692640,1365290,16436,26678,32768
304,354.5442,0.8913000000000011,26714112,8978432,4747936,2701448,1365290,16436,26678,32768
305,355.6565,1.1123000000000047,26714112,8978432,4756592,2710104,1365290,16436,26678,32768
306,356.6964,1.0398999999999887,26714112,8978432,4765360,2718872,1365290,16436,26678,32768
307,357.6456,0.9492000000000189,26714112,8978432,4774016,2727528,1365290,16436,26678,32768
308,358.5579,0.9123000000000161,26714112,8978432,4782824,2736336,1365290,16436,26678,32768
309,359.5493,0.9913999999999987,26714112,8978432,4791480,2744992,1365290,16436,26678,32768
310,360.521,0.9716999999999985,26714112,8978432,4800288,2753800,1365290,16436,26678,32768
